Make,Model,Year,Mileage,Fuel_Type,Engine_Size,Transmission,Body_Type,Color,Owner_History,Price,Age
toyota,model a,-0.7967319467527691,-1.391790700167561,petrol,0.9751379087336569,manual,truck,red,first owner,10189.09,0.7967319467527562
nissan,model e,0.2127021939294557,-0.957482634319049,hybrid,-0.15033754858756104,manual,truck,gray,third owner,14955.5,-0.2127021939294688
nissan,model b,0.2127021939294557,-0.36216297219063825,hybrid,1.4945881198049888,automatic,truck,white,first owner,14182.15,-0.2127021939294688
chevrolet,model e,-0.940936823993087,0.42430803559905483,diesel,-1.4489630762658894,manual,truck,blue,first owner,9763.44,0.9409368239930741
honda,model b,-0.6525270695124513,-1.1627500651336375,electric,0.19596259212666023,automatic,hatchback,blue,second owner,15685.55,0.6525270695124383
volkswagen,model b,1.654750966332634,0.26032776938404345,electric,-0.6697877596588921,manual,sedan,gray,first owner,20585.39,-1.6547509663326474
mercedes,model d,1.0779314573713628,0.7754814208951984,electric,-0.7563627948374475,cvt,sedan,black,third owner,21295.78,-1.0779314573713759
nissan,model a,1.5105460890923161,1.32551992473623,electric,-0.6697877596588921,automatic,coupe,gray,third owner,21284.95,-1.5105460890923295
volkswagen,model d,-0.7967319467527691,0.3835096881373877,diesel,-1.1892379707302236,manual,truck,black,second owner,8891.62,0.7967319467527562
honda,model b,-1.2293465784737228,1.5869655593028276,petrol,-0.06376251340900574,cvt,coupe,red,second owner,6458.14,1.2293465784737099
honda,model b,-0.21991243779149783,1.3705387909008282,diesel,-1.6221131466229999,manual,suv,blue,first owner,11709.04,0.21991243779148478
toyota,model d,-0.940936823993087,-0.7212408882778646,diesel,-1.3623880410873344,manual,suv,white,second owner,10774.64,0.9409368239930741
chevrolet,model d,0.2127021939294557,-0.7660928412734203,electric,0.6288377680194365,automatic,suv,white,second owner,16866.6,-0.2127021939294688
chevrolet,model d,-1.3735514557140405,0.6417005159076572,hybrid,1.4080130846264332,cvt,suv,red,first owner,8351.93,1.3735514557140276
kia,model c,0.7895217028907271,1.6881387844810003,electric,-0.9295128651945581,manual,truck,gray,second owner,16681.2,-0.7895217028907402
hyundai,model a,1.0779314573713628,-1.1510422985622297,hybrid,0.022812521769549583,automatic,truck,white,second owner,17801.53,-1.0779314573713759
toyota,model a,-0.5083221922721335,-1.6226673800609515,diesel,0.28253762730521514,manual,hatchback,white,second owner,10812.55,0.5083221922721205
chevrolet,model e,-0.07570756055117998,1.737032420641227,electric,-0.06376251340900574,automatic,hatchback,gray,first owner,14707.69,0.07570756055116692
ford,model a,0.9337265801310449,-1.3939367266266784,hybrid,-0.15033754858756104,cvt,suv,gray,third owner,18125.22,-0.933726580131058
honda,model b,0.9337265801310449,-0.7235419055368073,hybrid,-0.236912583766116,automatic,truck,white,first owner,16422.22,-0.933726580131058
nissan,model b,0.06849731668913786,0.5410757197134812,electric,0.6288377680194365,automatic,truck,blue,first owner,13711.66,-0.06849731668915093
toyota,model e,-0.07570756055117998,0.1041328102679417,diesel,1.3214380494478781,automatic,hatchback,white,third owner,11458.31,0.07570756055116692
honda,model d,1.3663412118519984,-0.2682862369734651,petrol,0.7154128031979914,cvt,truck,black,second owner,19073.75,-1.3663412118520115
mercedes,model b,-0.6525270695124513,1.2770554938678265,electric,1.2348630142693233,automatic,hatchback,black,first owner,15932.35,0.6525270695124383
hyundai,model c,-0.940936823993087,-0.22020332192001588,diesel,-1.3623880410873344,automatic,suv,white,first owner,9597.7,0.9409368239930741
mercedes,model c,1.3663412118519984,1.7304393504640496,hybrid,0.9751379087336569,automatic,truck,gray,first owner,20360.38,-1.3663412118520115
bmw,model a,-0.07570756055117998,-1.5903100700051467,diesel,-1.0160879003731134,cvt,hatchback,black,first owner,18293.61,0.07570756055116692
bmw,model d,0.6453168256504092,0.5379162918708916,electric,-0.5832127244803372,cvt,suv,red,third owner,23449.22,-0.6453168256504224
mercedes,model b,-0.940936823993087,-0.9175426974410289,petrol,0.6288377680194365,automatic,suv,gray,second owner,16674.98,0.9409368239930741
honda,model c,-0.940936823993087,1.218778953133569,diesel,0.36911266248377045,cvt,truck,red,first owner,9428.63,0.9409368239930741
volkswagen,model b,-0.6525270695124513,-0.9410297647991482,diesel,-0.4966376893017819,cvt,truck,gray,second owner,10573.48,0.6525270695124383
toyota,model d,0.7895217028907271,-0.29896249296962796,petrol,-1.1026629355516686,manual,suv,gray,third owner,17812.33,-0.7895217028907402
nissan,model c,-1.5177563329543584,-1.0323431906345977,diesel,1.4945881198049888,automatic,truck,black,second owner,9161.86,1.5177563329543455
nissan,model d,-0.36411731503181566,-1.2070774338836312,electric,0.9751379087336569,automatic,hatchback,white,second owner,16779.48,0.3641173150318026
mercedes,model a,-0.7967319467527691,-0.6362343957583771,hybrid,-0.4100626541232266,cvt,truck,gray,second owner,17103.2,0.7967319467527562
kia,model d,0.9337265801310449,0.7620926002641487,hybrid,1.4080130846264332,automatic,suv,red,first owner,12953.43,-0.933726580131058
ford,model c,-0.6525270695124513,-0.17780737698322802,electric,0.022812521769549583,automatic,sedan,blue,first owner,13816.72,0.6525270695124383
chevrolet,model c,-0.940936823993087,0.15928569026726136,diesel,1.0617129439122126,automatic,sedan,black,third owner,9755.5,0.9409368239930741
honda,model b,0.5011119484100913,-0.2235892747777346,electric,0.022812521769549583,manual,coupe,gray,first owner,18986.34,-0.5011119484101045
ford,model a,-0.21991243779149783,1.5465129605484629,electric,-1.4489630762658894,cvt,sedan,white,third owner,15446.43,0.21991243779148478
nissan,model b,1.0779314573713628,0.6036681581044082,diesel,0.6288377680194365,automatic,suv,blue,second owner,15517.75,-1.0779314573713759
hyundai,model d,1.3663412118519984,0.28101307997609265,diesel,-1.275813005908779,automatic,hatchback,white,third owner,17911.69,-1.3663412118520115
toyota,model a,-1.3735514557140405,1.032515778851388,hybrid,-0.06376251340900574,cvt,sedan,blue,third owner,7258.34,1.3735514557140276
honda,model e,-0.6525270695124513,-0.07941206383269081,diesel,1.6677381901620996,automatic,hatchback,white,third owner,10539.15,0.6525270695124383
honda,model b,-0.6525270695124513,-1.331248909282013,hybrid,-1.0160879003731134,automatic,suv,white,second owner,12181.56,0.6525270695124383
toyota,model b,-1.6619612101946761,-1.338605011089099,hybrid,-0.7563627948374475,cvt,truck,gray,second owner,9062.83,1.6619612101946633
toyota,model b,0.06849731668913786,1.1899506643660909,electric,0.1093875569481049,cvt,suv,white,second owner,14646.85,-0.06849731668915093
volkswagen,model d,-0.36411731503181566,1.4382101585783331,electric,0.888562873555102,automatic,suv,gray,first owner,12915.38,0.3641173150318026
bmw,model b,0.06849731668913786,0.9867815705337506,petrol,-1.0160879003731134,manual,sedan,gray,third owner,17581.12,-0.06849731668915093
ford,model a,-1.6619612101946761,0.9424661241529743,diesel,1.4080130846264332,automatic,truck,white,first owner,4787.73,1.6619612101946633
ford,model c,0.35690707116977355,0.4991089800685169,electric,1.2348630142693233,cvt,coupe,red,second owner,15643.45,-0.35690707116978665
mercedes,model d,-1.5177563329543584,0.14934243434001696,electric,-0.06376251340900574,cvt,truck,black,second owner,12737.76,1.5177563329543455
volkswagen,model d,-0.940936823993087,-1.1495162353024129,diesel,1.6677381901620996,manual,suv,red,second owner,11937.94,0.9409368239930741
toyota,model a,-1.6619612101946761,1.1547319856981293,diesel,-0.6697877596588921,cvt,suv,blue,first owner,7125.38,1.6619612101946633
mercedes,model c,0.6453168256504092,0.4876873503583249,electric,-0.236912583766116,manual,coupe,black,second owner,19902.23,-0.6453168256504224
toyota,model d,0.9337265801310449,-1.4695245474644836,electric,1.0617129439122126,manual,sedan,gray,third owner,19589.83,-0.933726580131058
chevrolet,model b,-1.0851417012334048,-0.6529257126626243,diesel,-1.5355381114444449,manual,suv,white,first owner,11144.97,1.085141701233392
bmw,model b,-0.7967319467527691,0.4893445596795323,diesel,-1.1892379707302236,cvt,coupe,black,third owner,11789.08,0.7967319467527562
kia,model e,1.3663412118519984,-0.38139375373817447,diesel,0.7154128031979914,manual,coupe,white,second owner,19666.36,-1.3663412118520115
toyota,model e,1.3663412118519984,-1.1658021916532713,diesel,0.9751379087336569,cvt,truck,white,second owner,18514.7,-1.3663412118520115
honda,model c,0.9337265801310449,-1.700317770773353,hybrid,-1.3623880410873344,manual,coupe,blue,second owner,19146.99,-0.933726580131058
toyota,model a,1.2221363346116805,0.8238504728098633,hybrid,-0.15033754858756104,automatic,suv,gray,second owner,17222.17,-1.2221363346116938
chevrolet,model c,1.2221363346116805,-0.39120586360402837,diesel,1.2348630142693233,manual,sedan,white,first owner,16946.87,-1.2221363346116938
bmw,model b,-0.940936823993087,1.1846452100643836,petrol,0.4556876976623258,automatic,sedan,black,second owner,11696.92,0.9409368239930741
mercedes,model b,1.3663412118519984,-0.6616767316681368,hybrid,0.6288377680194365,manual,sedan,black,second owner,25862.68,-1.3663412118520115
volkswagen,model c,1.0779314573713628,-0.27776452050123407,hybrid,-1.4489630762658894,automatic,coupe,black,third owner,16987.09,-1.0779314573713759
nissan,model e,0.35690707116977355,-0.34023773519998785,electric,0.6288377680194365,cvt,coupe,white,first owner,18106.86,-0.35690707116978665
hyundai,model c,-1.0851417012334048,-0.14198065748518315,petrol,-1.4489630762658894,cvt,suv,blue,third owner,10580.9,1.085141701233392
bmw,model a,0.9337265801310449,0.8759869933972011,petrol,-1.3623880410873344,manual,coupe,blue,third owner,20281.03,-0.933726580131058
hyundai,model d,1.5105460890923161,-0.24034020352806837,hybrid,-1.7086881818015554,manual,coupe,white,third owner,20812.8,-1.5105460890923295
ford,model c,1.0779314573713628,-0.5407600630660832,electric,-0.3234876189446713,cvt,truck,blue,third owner,19660.4,-1.0779314573713759
honda,model b,0.9337265801310449,-0.6077757004366356,petrol,0.8019878383765466,cvt,truck,white,third owner,19268.47,-0.933726580131058
volkswagen,model e,1.5105460890923161,-1.6677816251792883,electric,-0.4966376893017819,automatic,hatchback,black,second owner,23920.49,-1.5105460890923295
hyundai,model c,1.2221363346116805,-1.2249371429711755,petrol,-1.5355381114444449,cvt,sedan,black,second owner,19380.65,-1.2221363346116938
kia,model d,1.5105460890923161,-1.0981785134526354,diesel,-1.3623880410873344,cvt,hatchback,red,first owner,17787.61,-1.5105460890923295
mercedes,model d,0.6453168256504092,1.0532130118126544,electric,1.6677381901620996,automatic,suv,blue,first owner,21280.99,-0.6453168256504224
mercedes,model c,-1.5177563329543584,-0.4076348883854945,hybrid,1.6677381901620996,automatic,sedan,gray,first owner,15956.06,1.5177563329543455
kia,model e,0.2127021939294557,-1.0575828462676629,diesel,-1.1026629355516686,cvt,suv,black,first owner,14546.31,-0.2127021939294688
volkswagen,model a,0.35690707116977355,0.9251309993109919,hybrid,-1.7086881818015554,manual,suv,blue,second owner,12289.69,-0.35690707116978665
kia,model a,-0.21991243779149783,0.09718206901424448,diesel,-0.4100626541232266,cvt,suv,red,first owner,10368.76,0.21991243779148478
kia,model b,-0.21991243779149783,0.050505993528438944,petrol,-0.7563627948374475,cvt,truck,gray,third owner,9650.24,0.21991243779148478
ford,model d,-1.0851417012334048,-0.19688316773093908,diesel,0.5422627328408811,cvt,hatchback,red,third owner,10837.61,1.085141701233392
mercedes,model c,-0.5083221922721335,0.2867477395696233,hybrid,-1.5355381114444449,automatic,hatchback,red,second owner,14725.28,0.5083221922721205
bmw,model d,0.7895217028907271,-1.6898380082313291,petrol,-0.236912583766116,manual,suv,red,first owner,21372.81,-0.7895217028907402
kia,model d,-1.5177563329543584,-1.6831376367311957,diesel,-1.275813005908779,automatic,hatchback,black,first owner,10142.95,1.5177563329543455
nissan,model d,0.9337265801310449,0.10710148020305424,diesel,0.9751379087336569,automatic,coupe,black,second owner,15621.14,-0.933726580131058
kia,model b,0.06849731668913786,1.1198113662606006,hybrid,-0.7563627948374475,automatic,suv,blue,first owner,10893.8,-0.06849731668915093
toyota,model a,-1.3735514557140405,-1.6276986198706604,petrol,0.6288377680194365,manual,truck,blue,third owner,7585.71,1.3735514557140276
mercedes,model e,0.9337265801310449,-1.429453464525073,electric,-1.6221131466229999,cvt,suv,blue,third owner,23651.67,-0.933726580131058
volkswagen,model a,0.6453168256504092,1.6783385969843636,diesel,1.1482879790907676,automatic,coupe,blue,first owner,15042.19,-0.6453168256504224
nissan,model c,-0.6525270695124513,-0.3676711067690398,hybrid,1.6677381901620996,cvt,hatchback,gray,third owner,11099.35,0.6525270695124383
bmw,model e,-0.940936823993087,-1.4132151976510838,diesel,-1.6221131466229999,cvt,hatchback,blue,third owner,14172.49,0.9409368239930741
ford,model c,-0.21991243779149783,1.5168143388281201,hybrid,-0.9295128651945581,manual,truck,blue,third owner,11666.13,0.21991243779148478
kia,model b,-0.7967319467527691,-1.2381948175408348,petrol,-0.06376251340900574,manual,coupe,red,second owner,10182.03,0.7967319467527562
bmw,model c,-0.5083221922721335,-0.5869115543063267,electric,1.0617129439122126,automatic,suv,gray,second owner,20582.35,0.5083221922721205
toyota,model e,0.35690707116977355,0.5347449416590846,diesel,1.0617129439122126,automatic,coupe,white,first owner,13586.01,-0.35690707116978665
volkswagen,model c,0.9337265801310449,-0.4372858206289679,electric,-0.6697877596588921,manual,suv,white,third owner,21769.52,-0.933726580131058
hyundai,model d,-0.36411731503181566,1.0071092100492802,electric,1.6677381901620996,manual,truck,white,first owner,13673.52,0.3641173150318026
volkswagen,model b,-1.0851417012334048,-0.5497376070867247,electric,0.022812521769549583,automatic,coupe,black,third owner,14424.73,1.085141701233392
bmw,model c,-0.07570756055117998,1.492552317470875,hybrid,1.7543132253406544,automatic,truck,gray,first owner,16981.27,0.07570756055116692
volkswagen,model c,-0.36411731503181566,-1.3828608456237887,electric,0.4556876976623258,automatic,truck,red,second owner,17168.82,0.3641173150318026
mercedes,model d,-0.07570756055117998,1.0244085677836106,diesel,-0.06376251340900574,automatic,sedan,black,third owner,15680.9,0.07570756055116692
mercedes,model a,1.2221363346116805,0.0016719692142985855,electric,0.36911266248377045,cvt,sedan,blue,second owner,23939.41,-1.2221363346116938
honda,model d,1.2221363346116805,-0.19849268757527722,hybrid,-0.5832127244803372,automatic,coupe,black,first owner,17182.57,-1.2221363346116938
hyundai,model c,0.2127021939294557,-0.3181694297787296,electric,-1.3623880410873344,cvt,truck,blue,second owner,17154.44,-0.2127021939294688
nissan,model c,-1.6619612101946761,1.3784313993226935,hybrid,0.888562873555102,cvt,truck,black,third owner,6009.92,1.6619612101946633
chevrolet,model e,-1.5177563329543584,-0.916946578980163,electric,-1.275813005908779,manual,truck,gray,third owner,11216.72,1.5177563329543455
nissan,model e,1.2221363346116805,0.7612580344189364,electric,-0.8429378300160029,manual,coupe,black,third owner,18223.37,-1.2221363346116938
volkswagen,model a,-1.2293465784737228,1.295475554308585,electric,-1.1892379707302236,cvt,truck,red,third owner,10592.81,1.2293465784737099
ford,model d,1.5105460890923161,0.7250259543675026,petrol,-1.3623880410873344,automatic,suv,white,second owner,14860.35,-1.5105460890923295
honda,model a,-0.940936823993087,-0.27812219157775364,electric,0.28253762730521514,cvt,truck,gray,third owner,14412.49,0.9409368239930741
kia,model a,-1.0851417012334048,1.360416699435324,hybrid,-1.0160879003731134,automatic,hatchback,gray,second owner,5740.37,1.085141701233392
mercedes,model b,-0.7967319467527691,0.5196273774915235,hybrid,0.5422627328408811,cvt,truck,blue,second owner,11564.82,0.7967319467527562
chevrolet,model b,-0.7967319467527691,1.5452611117806443,petrol,1.0617129439122126,automatic,hatchback,blue,third owner,9771.98,0.7967319467527562
hyundai,model e,0.5011119484100913,1.6853012606072781,diesel,1.0617129439122126,manual,truck,red,second owner,13931.61,-0.5011119484101045
