Make,Model,Year,Mileage,Fuel Type,Engine Size,Transmission,Body Type,Color,Owner History,Price,Age
Kia,Model C,2020,238040,Diesel,2.5,Automatic,Hatchback,Blue,Third Owner,14705.69,3
Ford,Model D,2009,260200,Diesel,1.7,CVT,Coupe,Gray,First Owner,11555.79,14
Nissan,Model D,2021,259864,Hybrid,2.9,Automatic,SUV,Gray,First Owner,14342.65,2
Toyota,Model B,2008,155523,Electric,4.1,Automatic,Truck,Blue,Second Owner,11756.67,15
Ford,Model A,2000,195263,Hybrid,1.1,Automatic,Coupe,Blue,Third Owner,7070.7,23
Kia,Model B,2003,262508,Electric,1.7,Automatic,Truck,Gray,First Owner,11281.07,20
BMW,Model E,2001,264777,Petrol,2.3,Automatic,Hatchback,Blue,Third Owner,10011.84,22
Mercedes,Model D,2004,296296,Diesel,4.6,Automatic,Truck,Gray,Third Owner,12390.14,19
BMW,Model A,2010,288624,Electric,1.8,Automatic,Hatchback,Blue,Second Owner,17233.78,13
Hyundai,Model D,2007,269505,Electric,1.1,Manual,SUV,Black,First Owner,13060.02,16
Kia,Model E,2003,299962,Hybrid,2.0,CVT,SUV,Black,First Owner,5222.32,20
Honda,Model B,2020,176490,Petrol,1.7,Automatic,Truck,Blue,Third Owner,14978.25,3
Honda,Model E,2017,30992,Diesel,1.4,Automatic,Hatchback,White,Third Owner,16751.18,6
Chevrolet,Model D,2007,191930,Diesel,3.2,Manual,Coupe,Red,Third Owner,10743.25,16
Toyota,Model E,2004,224980,Petrol,3.8,CVT,Coupe,Red,First Owner,5748.97,19
Kia,Model E,2019,63476,Electric,1.6,Manual,Hatchback,Gray,Second Owner,20338.89,4
Chevrolet,Model E,2005,168206,Petrol,1.2,CVT,SUV,Gray,Third Owner,9048.07,18
Ford,Model E,2005,299929,Hybrid,1.3,Manual,Sedan,Gray,Second Owner,8972.47,18
Toyota,Model B,2010,28583,Electric,1.0,Automatic,Coupe,Red,Second Owner,16153.83,13
Nissan,Model A,2006,132206,Diesel,2.1,Automatic,Sedan,Red,Second Owner,11466.24,17
